season,rank,tier,player,team,position,pos_rank,merge_name,gsis_id
2023,131.5,,Mac Jones,NE,QB,29,mac jones,00-0036972
2023,132.2,,Dawson Knox,BUF,TE,12,dawson knox,00-0035689
2023,133.1,,Bryce Young,CAR,QB,30,bryce young,00-0039150
2023,133.7,,Samaje Perine,DEN,RB,44,samaje perine,00-0033526
2023,134.2,,Allen Lazard,NYJ,WR,50,allen lazard,00-0034521
2023,135.5,,Zach Charbonnet,SEA,RB,45,zach charbonnet,00-0039165
2023,136.6,,Nico Collins,HOU,WR,51,nico collins,00-0036554
2023,138.0,,Zay Flowers,BAL,WR,52,zay flowers,00-0039064
2023,138.0,,Adam Thielen,CAR,WR,53,adam thielen,00-0030035
2023,138.2,,Cole Kmet,CHI,TE,13,cole kmet,00-0036290
2023,144.3,,Quentin Johnston,LAC,WR,54,quentin johnston,00-0038544
2023,145.2,,Jaylen Warren,PIT,RB,46,jaylen warren,00-0037228
2023,147.3,,De'Von Achane,MIA,RB,47,devon achane,00-0039040
2023,147.5,,Tyler Higbee,LAR,TE,14,tyler higbee,00-0033110
2023,148.1,,Dalton Kincaid,BUF,TE,15,dalton kincaid,00-0038933
2023,149.5,,Zamir White,LV,RB,48,zamir white,00-0038040
2023,151.1,,Roschon Johnson,CHI,RB,49,roschon johnson,00-0039021
2023,152.6,,Romeo Doubs,GB,WR,55,romeo doubs,00-0037816
2023,153.5,,Jameson Williams,DET,WR,56,jameson williams,00-0037240
2023,153.7,,Tank Bigsby,JAX,RB,50,tank bigsby,00-0038555
2023,155.2,,Odell Beckham Jr.,BAL,WR,57,odell beckham,00-0031235
2023,155.2,,Sam LaPorta,DET,TE,16,sam laporta,00-0039065
2024,1.6,,Josh Allen,BUF,QB,1,josh allen,00-0034857
2024,1.9,,Jalen Hurts,PHI,QB,2,jalen hurts,00-0036389
2024,2.7,,Christian McCaffrey,SF,RB,1,christian mccaffrey,00-0033280
2024,3.9,,Patrick Mahomes,KC,QB,3,patrick mahomes,00-0033873
2024,4.2,,Lamar Jackson,BAL,QB,4,lamar jackson,00-0034796
2024,6.3,,C.J. Stroud,HOU,QB,5,cj stroud,00-0039163
2024,6.4,,Tyreek Hill,MIA,WR,1,tyreek hill,00-0033040
2024,6.6,,CeeDee Lamb,DAL,WR,2,ceedee lamb,00-0036358
2024,8.7,,Anthony Richardson Sr.,IND,QB,6,anthony richardson,00-0039164
2024,9.6,,Breece Hall,NYJ,RB,2,breece hall,00-0038120
2024,9.6,,Joe Burrow,CIN,QB,7,joe burrow,00-0036442
2024,10.6,,Bijan Robinson,ATL,RB,3,bijan robinson,00-0038542
2024,12.3,,Jordan Love,GB,QB,8,jordan love,00-0036264
2024,13.8,,Ja'Marr Chase,CIN,WR,3,jamarr chase,00-0036900
2024,14.6,,Dak Prescott,DAL,QB,9,dak prescott,00-0033077
2024,15.2,,Jonathan Taylor,IND,RB,4,jonathan taylor,00-0036223
2024,15.6,,Kyler Murray,ARI,QB,10,kyler murray,00-0035228
2024,16.5,,Tua Tagovailoa,MIA,QB,11,tua tagovailoa,00-0036212
2024,16.8,,Justin Jefferson,MIN,WR,4,justin jefferson,00-0036322
2024,18.2,,Amon-Ra St. Brown,DET,WR,5,amon-ra st brown,00-0036963
2024,19.5,,Saquon Barkley,PHI,RB,5,saquon barkley,00-0034844
2024,21.3,,A.J. Brown,PHI,WR,6,aj brown,00-0035676
2024,22.2,,Justin Herbert,LAC,QB,12,justin herbert,00-0036355
2024,23.3,,Jahmyr Gibbs,DET,RB,6,jahmyr gibbs,00-0039139
2024,24.5,,Garrett Wilson,NYJ,WR,7,garrett wilson,00-0037740
2024,25.6,,Kyren Williams,LAR,RB,7,kyren williams,00-0037840
2024,25.6,,Caleb Williams,CHI,QB,13,caleb williams,00-0039918
2024,27.7,,Derrick Henry,BAL,RB,8,derrick henry,00-0032764
2024,28.2,,Matthew Stafford,LAR,QB,14,matthew stafford,00-0026498
2024,28.3,,Puka Nacua,LAR,WR,8,puka nacua,00-0039075
2024,31.5,,Aaron Rodgers,NYJ,QB,15,aaron rodgers,00-0023459
2024,31.7,,Travis Etienne Jr.,JAX,RB,9,travis etienne,00-0036973
2024,32.1,,Kirk Cousins,ATL,QB,16,kirk cousins,00-0029604
2024,32.6,,Jayden Daniels,WAS,QB,17,jayden daniels,00-0039910
2024,32.8,,Isiah Pacheco,KC,RB,10,isiah pacheco,00-0037197
2024,34.3,,Drake London,ATL,WR,9,drake london,00-0037238
2024,34.3,,Cooper Kupp,LAR,WR,10,cooper kupp,00-0033908
2024,36.6,,De'Von Achane,MIA,RB,11,devon achane,00-0039040
2024,37.0,,Mike Evans,TB,WR,11,mike evans,00-0031408
2024,39.0,,Brandon Aiyuk,SF,WR,12,brandon aiyuk,00-0036261
2024,40.6,,Nico Collins,HOU,WR,13,nico collins,00-0036554
2024,41.6,,Deshaun Watson,CLE,QB,18,deshaun watson,00-0033537
2024,41.6,,Rachaad White,TB,RB,12,rachaad white,00-0037256
2024,43.5,,Marvin Harrison Jr.,ARI,WR,14,marvin harrison,00-0039849
2024,43.7,,Jaylen Waddle,MIA,WR,15,jaylen waddle,00-0036613
2024,44.3,,DK Metcalf,SEA,WR,16,dk metcalf,00-0035640
2024,45.0,,Baker Mayfield,TB,QB,19,baker mayfield,00-0034855
2024,45.1,,James Cook,BUF,RB,13,james cook,00-0037248
2024,46.0,,Travis Kelce,KC,TE,1,travis kelce,00-0030506
2024,48.7,,Kenneth Walker III,SEA,RB,14,kenneth walker,00-0038134
2024,48.8,,Chris Olave,NO,WR,17,chris olave,00-0037239
2024,50.6,,Geno Smith,SEA,QB,20,geno smith,00-0030565
2024,52.3,,Joe Mixon,HOU,RB,15,joe mixon,00-0033897
2024,52.7,,Davante Adams,LV,WR,18,davante adams,00-0031381
2024,53.4,,Stefon Diggs,HOU,WR,19,stefon diggs,00-0031588
2024,54.3,,Amari Cooper,CLE,WR,20,amari cooper,00-0031544
2024,54.3,,Sam LaPorta,DET,TE,2,sam laporta,00-0039065
2024,55.8,,DJ Moore,CHI,WR,21,dj moore,00-0034827
2024,56.8,,Will Levis,TEN,QB,21,will levis,00-0039152
2024,59.1,,DeVonta Smith,PHI,WR,22,devonta smith,00-0036912
2024,59.5,,Aaron Jones Sr.,MIN,RB,16,aaron jones,00-0033293
2024,60.1,,Nick Chubb,CLE,RB,17,nick chubb,00-0034791
2024,60.9,,James Conner,ARI,RB,18,james conner,00-0033553
2024,63.3,,Malik Nabers,NYG,WR,23,malik nabers,00-0039337
2024,63.5,,Najee Harris,PIT,RB,19,najee harris,00-0036893
2024,64.0,,Jared Goff,DET,QB,22,jared goff,00-0033106
2024,64.7,,Michael Pittman Jr.,IND,WR,24,michael pittman,00-0036252
2024,65.5,,George Pickens,PIT,WR,25,george pickens,00-0037247
2024,65.6,,Brock Purdy,SF,QB,23,brock purdy,00-0037834
2024,66.9,,D'Andre Swift,CHI,RB,20,dandre swift,00-0036275
2024,67.1,,Alvin Kamara,NO,RB,21,alvin kamara,00-0033906
2024,68.7,,Christian Kirk,JAX,WR,26,christian kirk,00-0034775
2024,70.4,,Zay Flowers,BAL,WR,27,zay flowers,00-0039064
2024,71.2,,Mark Andrews,BAL,TE,3,mark andrews,00-0034753
2024,71.8,,Derek Carr,NO,QB,24,derek carr,00-0031280
2024,72.1,,Zamir White,LV,RB,22,zamir white,00-0038040
2024,73.7,,Terry McLaurin,WAS,WR,28,terry mclaurin,00-0035659
2024,74.5,,Rhamondre Stevenson,NE,RB,23,rhamondre stevenson,00-0036875
2024,75.2,,Keenan Allen,CHI,WR,29,keenan allen,00-0030279
2024,77.0,,George Kittle,SF,TE,4,george kittle,00-0033288
2024,78.0,,Raheem Mostert,MIA,RB,24,raheem mostert,00-0031687
2024,79.4,,Calvin Ridley,TEN,WR,30,calvin ridley,00-0034837
2024,80.0,,Rashee Rice,KC,WR,31,rashee rice,00-0039067
2024,81.1,,Russell Wilson,PIT,QB,25,russell wilson,00-0029263
2024,81.2,,Trevor Lawrence,JAX,QB,26,trevor lawrence,00-0036971
2024,82.1,,Dalton Kincaid,BUF,TE,5,dalton kincaid,00-0038933
2024,83.1,,Trey McBride,ARI,TE,6,trey mcbride,00-0037744
2024,83.7,,Devin Singletary,NYG,RB,25,devin singletary,00-0035250
2024,84.6,,Chris Godwin Jr.,TB,WR,32,chris godwin,00-0033921
2024,85.1,,Tony Pollard,TEN,RB,26,tony pollard,00-0035261
2024,88.1,,Gus Edwards,LAC,RB,27,gus edwards,00-0034184
2024,88.6,,Zack Moss,CIN,RB,28,zack moss,00-0036251
2024,90.0,,Josh Jacobs,GB,RB,29,josh jacobs,00-0035700
2024,90.3,,Xavier Worthy,KC,WR,33,xavier worthy,00-0039894
2024,92.4,,Christian Watson,GB,WR,34,christian watson,00-0038124
2024,93.2,,Marquise Brown,KC,WR,35,marquise brown,00-0035662
2024,93.5,,Kyle Pitts Sr.,ATL,TE,7,kyle pitts,00-0036970
2024,93.7,,Jaylen Warren,PIT,RB,30,jaylen warren,00-0037228
2024,94.6,,Jonathon Brooks,CAR,RB,31,jonathon brooks,00-0039344
2024,94.8,,Bryce Young,CAR,QB,27,bryce young,00-0039150
2024,97.7,,Brian Robinson Jr.,WAS,RB,32,brian robinson,00-0037746
2024,98.8,,Daniel Jones,NYG,QB,28,daniel jones,00-0035710
2024,99.3,,Ladd McConkey,LAC,WR,36,ladd mcconkey,00-0039915
2024,100.3,,DeAndre Hopkins,TEN,WR,37,deandre hopkins,00-0030564
2024,101.4,,Chase Brown,CIN,RB,33,chase brown,00-0038597
2024,102.2,,Austin Ekeler,WAS,RB,34,austin ekeler,00-0033699
2024,103.1,,Jameson Williams,DET,WR,38,jameson williams,00-0037240
2024,104.8,,Brian Thomas Jr.,JAX,WR,39,brian thomas,00-0039893
2024,104.9,,Bo Nix,DEN,QB,29,bo nix,00-0039732
2024,105.1,,Jake Ferguson,DAL,TE,8,jake ferguson,00-0038041
2024,105.8,,Deebo Samuel Sr.,SF,WR,40,deebo samuel,00-0035719
2024,106.2,,Keon Coleman,BUF,WR,41,keon coleman,00-0039901
2024,107.4,,Jerome Ford,CLE,RB,35,jerome ford,00-0037267
2024,111.0,,Jaxon Smith-Njigba,SEA,WR,42,jaxon smith-njigba,00-0038543
2024,112.1,,Tyler Lockett,SEA,WR,43,tyler lockett,00-0032211
2024,112.6,,Blake Corum,LAR,RB,36,blake corum,00-0039738
2024,113.4,,Gardner Minshew,LV,QB,30,gardner minshew,00-0035289
2024,113.7,,David Njoku,CLE,TE,9,david njoku,00-0033885
2024,114.8,,Romeo Doubs,GB,WR,44,romeo doubs,00-0037816
2024,115.1,,Diontae Johnson,CAR,WR,45,diontae johnson,00-0035216
2024,116.0,,Courtland Sutton,DEN,WR,46,courtland sutton,00-0034348
2024,116.2,,David Montgomery,DET,RB,37,david montgomery,00-0035685
2024,118.0,,Brock Bowers,LV,TE,10,brock bowers,00-0039338
2024,119.7,,Evan Engram,JAX,TE,11,evan engram,00-0033881
2024,120.2,,Mike Williams,NYJ,WR,47,mike williams,00-0033536
2024,120.8,,Curtis Samuel,BUF,WR,48,curtis samuel,00-0033282
2024,121.9,,Trey Benson,ARI,RB,38,trey benson,00-0039921
2024,123.4,,Tee Higgins,CIN,WR,49,tee higgins,00-0036410
2024,124.4,,Tyjae Spears,TEN,RB,39,tyjae spears,00-0039032
2024,126.5,,Javonte Williams,DEN,RB,40,javonte williams,00-0036997
2024,127.3,,T.J. Hockenson,MIN,TE,12,tj hockenson,00-0035229
2024,127.7,,Justin Fields,PIT,QB,31,justin fields,00-0036945
2024,127.9,,Joshua Palmer,LAC,WR,50,joshua palmer,00-0036988
2024,128.1,,Tank Dell,HOU,WR,51,tank dell,00-0038977
2024,128.2,,Khalil Shakir,BUF,WR,52,khalil shakir,00-0037261
2024,130.4,,Jayden Reed,GB,WR,53,jayden reed,00-0039146
2024,131.5,,Zach Charbonnet,SEA,RB,41,zach charbonnet,00-0039165
2024,131.7,,Rico Dowdle,DAL,RB,42,rico dowdle,00-0036139
2024,132.2,,Sam Darnold,MIN,QB,32,sam darnold,00-0034869
2024,133.7,,Jaleel McLaughlin,DEN,RB,43,jaleel mclaughlin,00-0038794
2024,134.6,,Tyler Allgeier,ATL,RB,44,tyler allgeier,00-0037263
2024,136.7,,Jakobi Meyers,LV,WR,54,jakobi meyers,00-0034960
2024,137.3,,Chuba Hubbard,CAR,RB,45,chuba hubbard,00-0036555
2024,138.7,,Jonnu Smith,MIA,TE,13,jonnu smith,00-0033858
2024,139.2,,J.K. Dobbins,LAC,RB,46,jk dobbins,00-0036158
2024,139.3,,Pat Freiermuth,PIT,TE,14,pat freiermuth,00-0036894
2024,139.7,,Jacoby Brissett,NE,QB,33,jacoby brissett,00-0033119
2024,139.9,,Ezekiel Elliott,DAL,RB,47,ezekiel elliott,00-0033045
2024,141.3,,Adam Thielen,CAR,WR,55,adam thielen,00-0030035
2024,141.7,,Rome Odunze,CHI,WR,56,rome odunze,00-0039919
2024,142.2,,Drake Maye,NE,QB,34,drake maye,00-0039851
2024,144.0,,Dallas Goedert,PHI,TE,15,dallas goedert,00-0034351
2024,146.6,,Brandin Cooks,DAL,WR,57,brandin cooks,00-0031236
2024,152.1,,Taysom Hill,NO,QB,35,taysom hill,00-0033357
2024,152.6,,Ray Davis,BUF,RB,48,ray davis,00-0039875
2024,153.6,,Cole Kmet,CHI,TE,16,cole kmet,00-0036290
2024,154.7,,Jaylen Wright,MIA,RB,49,jaylen wright,00-0039874
2024,155.9,,Dalton Schultz,HOU,TE,17,dalton schultz,00-0034383
2024,157.0,,Jordan Addison,MIN,WR,58,jordan addison,00-0038994
2024,157.2,,MarShawn Lloyd,GB,RB,50,marshawn lloyd,00-0039811
2024,157.4,,Ty Chandler,MIN,RB,51,ty chandler,00-0037276
2024,158.2,,Adonai Mitchell,IND,WR,59,adonai mitchell,00-0039890
2024,158.3,,Isaiah Likely,BAL,TE,18,isaiah likely,00-0037838
2024,158.5,,Luke Musgrave,GB,TE,19,luke musgrave,00-0039144
2024,158.9,,Dontayvion Wicks,GB,WR,60,dontayvion wicks,00-0038393
2024,159.7,,Rashid Shaheed,NO,WR,61,rashid shaheed,00-0037545
2024,160.7,,Quentin Johnston,LAC,WR,62,quentin johnston,00-0038544
2024,161.9,,Alexander Mattison,LV,RB,54,alexander mattison,00-0034972
2024,161.9,,Kimani Vidal,LAC,RB,52,kimani vidal,00-0039391
2024,161.9,,Khalil Herbert,CHI,RB,53,khalil herbert,00-0036906
2024,162.7,,Gabe Davis,JAX,WR,63,gabe davis,00-0036196
2024,162.8,,Jerry Jeudy,CLE,WR,64,jerry jeudy,00-0036407
2024,162.9,,Josh Downs,IND,WR,65,josh downs,00-0038997
2024,165.7,,Jahan Dotson,PHI,WR,66,jahan dotson,00-0037741
2024,166.2,,Michael Wilson,ARI,WR,67,michael wilson,00-0038559
2025,1.7,,Lamar Jackson,BAL,QB,1,lamar jackson,00-0034796
2025,1.9,,Josh Allen,BUF,QB,2,josh allen,00-0034857
2025,3.4,,Joe Burrow,CIN,QB,3,joe burrow,00-0036442
2025,4.0,,Jayden Daniels,WAS,QB,4,jayden daniels,00-0039910
2025,5.2,,Saquon Barkley,PHI,RB,1,saquon barkley,00-0034844
2025,5.7,,Jalen Hurts,PHI,QB,5,jalen hurts,00-0036389
2025,7.1,,Bijan Robinson,ATL,RB,2,bijan robinson,00-0038542
2025,8.2,,Ja'Marr Chase,CIN,WR,1,jamarr chase,00-0036900
2025,8.6,,Derrick Henry,BAL,RB,3,derrick henry,00-0032764
2025,9.6,,Patrick Mahomes,KC,QB,6,patrick mahomes,00-0033873
2025,9.7,,Jahmyr Gibbs,DET,RB,4,jahmyr gibbs,00-0039139
2025,10.4,,Baker Mayfield,TB,QB,7,baker mayfield,00-0034855
2025,13.9,,Jonathan Taylor,IND,RB,5,jonathan taylor,00-0036223
2025,14.1,,Justin Jefferson,MIN,WR,2,justin jefferson,00-0036322
2025,15.3,,Christian McCaffrey,SF,RB,6,christian mccaffrey,00-0033280
2025,15.8,,Bo Nix,DEN,QB,8,bo nix,00-0039732
2025,15.9,,Josh Jacobs,GB,RB,7,josh jacobs,00-0035700
2025,16.0,,Ashton Jeanty,LV,RB,8,ashton jeanty,00-0040122
2025,17.5,,CeeDee Lamb,DAL,WR,3,ceedee lamb,00-0036358
2025,18.0,,Brock Purdy,SF,QB,9,brock purdy,00-0037834
2025,18.9,,Kyren Williams,LAR,RB,9,kyren williams,00-0037840
2025,20.9,,Nico Collins,HOU,WR,4,nico collins,00-0036554
2025,23.3,,Dak Prescott,DAL,QB,10,dak prescott,00-0033077
2025,23.6,,Malik Nabers,NYG,WR,5,malik nabers,00-0039337
2025,23.8,,Kyler Murray,ARI,QB,11,kyler murray,00-0035228
2025,24.0,,Bucky Irving,TB,RB,10,bucky irving,00-0039361
2025,26.1,,Puka Nacua,LAR,WR,6,puka nacua,00-0039075
2025,26.7,,Brian Thomas Jr.,JAX,WR,7,brian thomas,00-0039893
2025,28.0,,De'Von Achane,MIA,RB,11,devon achane,00-0039040
2025,28.4,,A.J. Brown,PHI,WR,8,aj brown,00-0035676
2025,30.8,,Chase Brown,CIN,RB,12,chase brown,00-0038597
2025,31.0,,Jared Goff,DET,QB,12,jared goff,00-0033106
2025,31.5,,Drake London,ATL,WR,9,drake london,00-0037238
2025,31.9,,Caleb Williams,CHI,QB,13,caleb williams,00-0039918
2025,33.3,,Amon-Ra St. Brown,DET,WR,10,amon-ra st brown,00-0036963
2025,34.5,,James Cook,BUF,RB,13,james cook,00-0037248
2025,37.4,,J.J. McCarthy,MIN,QB,14,jj mccarthy,00-0039923
2025,40.0,,Drake Maye,NE,QB,15,drake maye,00-0039851
2025,40.0,,Tee Higgins,CIN,WR,11,tee higgins,00-0036410
2025,41.3,,Ladd McConkey,LAC,WR,12,ladd mcconkey,00-0039915
2025,41.3,,Omarion Hampton,LAC,RB,14,omarion hampton,00-0040666
2025,41.4,,Mike Evans,TB,WR,13,mike evans,00-0031408
2025,42.2,,Justin Fields,NYJ,QB,16,justin fields,00-0036945
2025,43.2,,Justin Herbert,LAC,QB,17,justin herbert,00-0036355
2025,44.5,,Davante Adams,LAR,WR,14,davante adams,00-0031381
2025,45.4,,Chuba Hubbard,CAR,RB,15,chuba hubbard,00-0036555
2025,46.1,,Tyreek Hill,MIA,WR,15,tyreek hill,00-0033040
2025,48.0,,James Conner,ARI,RB,16,james conner,00-0033553
2025,48.2,,Jordan Love,GB,QB,18,jordan love,00-0036264
2025,49.5,,DK Metcalf,PIT,WR,16,dk metcalf,00-0035640
2025,50.3,,Alvin Kamara,NO,RB,17,alvin kamara,00-0033906
2025,50.8,,Trevor Lawrence,JAX,QB,19,trevor lawrence,00-0036971
2025,51.0,,Kenneth Walker III,SEA,RB,18,kenneth walker,00-0038134
2025,51.1,,Marvin Harrison Jr.,ARI,WR,17,marvin harrison,00-0039849
2025,52.6,,Terry McLaurin,WAS,WR,18,terry mclaurin,00-0035659
2025,53.2,,C.J. Stroud,HOU,QB,20,cj stroud,00-0039163
2025,57.4,,Brock Bowers,LV,TE,1,brock bowers,00-0039338
2025,57.6,,Xavier Worthy,KC,WR,19,xavier worthy,00-0039894
2025,57.8,,Courtland Sutton,DEN,WR,20,courtland sutton,00-0034348
2025,57.9,,Breece Hall,NYJ,RB,19,breece hall,00-0038120
2025,58.0,,Jaxon Smith-Njigba,SEA,WR,21,jaxon smith-njigba,00-0038543
2025,59.0,,George Kittle,SF,TE,2,george kittle,00-0033288
2025,59.2,,TreVeyon Henderson,NE,RB,20,treveyon henderson,00-0040734
2025,61.4,,Jameson Williams,DET,WR,22,jameson williams,00-0037240
2025,64.8,,David Montgomery,DET,RB,21,david montgomery,00-0035685
2025,65.0,,Tua Tagovailoa,MIA,QB,21,tua tagovailoa,00-0036212
2025,66.0,,Garrett Wilson,NYJ,WR,23,garrett wilson,00-0037740
2025,66.5,,Tetairoa McMillan,CAR,WR,24,tetairoa mcmillan,00-0040124
2025,67.1,,Trey McBride,ARI,TE,3,trey mcbride,00-0037744
2025,67.5,,DeVonta Smith,PHI,WR,25,devonta smith,00-0036912
2025,67.6,,DJ Moore,CHI,WR,26,dj moore,00-0034827
2025,68.7,,Tony Pollard,TEN,RB,22,tony pollard,00-0035261
2025,69.0,,D'Andre Swift,CHI,RB,23,dandre swift,00-0036275
2025,69.7,,Geno Smith,LV,QB,22,geno smith,00-0030565
2025,69.9,,Calvin Ridley,TEN,WR,27,calvin ridley,00-0034837
2025,73.2,,George Pickens,DAL,WR,28,george pickens,00-0037247
2025,74.1,,Zay Flowers,BAL,WR,29,zay flowers,00-0039064
2025,74.5,,RJ Harvey,DEN,RB,24,rj harvey,00-0040730
2025,76.4,,Isiah Pacheco,KC,RB,25,isiah pacheco,00-0037197
2025,77.2,,Aaron Jones Sr.,MIN,RB,26,aaron jones,00-0033293
2025,78.5,,Matthew Stafford,LAR,QB,23,matthew stafford,00-0026498
2025,79.7,,Sam LaPorta,DET,TE,4,sam laporta,00-0039065
2025,79.8,,Jerry Jeudy,CLE,WR,30,jerry jeudy,00-0036407
2025,79.9,,Deebo Samuel Sr.,WAS,WR,31,deebo samuel,00-0035719
2025,80.5,,Kaleb Johnson,PIT,RB,27,kaleb johnson,00-0040142
2025,83.1,,Bryce Young,CAR,QB,24,bryce young,00-0039150
2025,83.3,,Michael Penix Jr.,ATL,QB,25,michael penix,00-0039917
2025,84.2,,Tyrone Tracy Jr.,NYG,RB,28,tyrone tracy,00-0039384
2025,84.4,,Jaylen Waddle,MIA,WR,32,jaylen waddle,00-0036613
2025,85.6,,Matthew Golden,GB,WR,33,matthew golden,00-0040667
2025,86.9,,Ricky Pearsall,SF,WR,34,ricky pearsall,00-0039916
2025,88.4,,Travis Hunter,JAX,WR,35,travis hunter,00-0040718
2025,89.4,,Mark Andrews,BAL,TE,5,mark andrews,00-0034753
2025,91.6,,T.J. Hockenson,MIN,TE,6,tj hockenson,00-0035229
2025,91.9,,Travis Kelce,KC,TE,7,travis kelce,00-0030506
2025,93.9,,Rome Odunze,CHI,WR,36,rome odunze,00-0039919
2025,95.0,,Chris Olave,NO,WR,37,chris olave,00-0037239
2025,95.1,,Jaylen Warren,PIT,RB,29,jaylen warren,00-0037228
2025,96.4,,Jordan Mason,MIN,RB,30,jordan mason,00-0037525
2025,98.2,,Sam Darnold,SEA,QB,26,sam darnold,00-0034869
2025,98.7,,Jakobi Meyers,LV,WR,38,jakobi meyers,00-0034960
2025,100.1,,Cam Ward,TEN,QB,27,cam ward,00-0040676
2025,100.2,,Emeka Egbuka,TB,WR,39,emeka egbuka,00-0040129
2025,100.5,,Keon Coleman,BUF,WR,40,keon coleman,00-0039901
2025,101.0,,David Njoku,CLE,TE,8,david njoku,00-0033885
2025,101.0,,Jauan Jennings,SF,WR,41,jauan jennings,00-0036259
2025,104.1,,Jacory Croskey-Merritt,WAS,RB,31,jacory croskey-merritt,00-0040242
2025,104.8,,J.K. Dobbins,DEN,RB,32,jk dobbins,00-0036158
2025,105.7,,Jayden Reed,GB,WR,42,jayden reed,00-0039146
2025,106.5,,Stefon Diggs,NE,WR,43,stefon diggs,00-0031588
2025,106.8,,Austin Ekeler,WAS,RB,33,austin ekeler,00-0033699
2025,108.4,,Rashee Rice,KC,WR,44,rashee rice,00-0039067
2025,110.5,,Tucker Kraft,GB,TE,9,tucker kraft,00-0038996
2025,111.4,,Jordan Addison,MIN,WR,45,jordan addison,00-0038994
2025,111.5,,Rashid Shaheed,NO,WR,46,rashid shaheed,00-0037545
2025,113.9,,Aaron Rodgers,PIT,QB,28,aaron rodgers,00-0023459
2025,113.9,,Khalil Shakir,BUF,WR,47,khalil shakir,00-0037261
2025,114.0,,Tyler Warren,IND,TE,10,tyler warren,00-0040128
2025,116.2,,Zach Charbonnet,SEA,RB,34,zach charbonnet,00-0039165
2025,116.2,,Darnell Mooney,ATL,WR,48,darnell mooney,00-0036309
2025,117.6,,Cooper Kupp,SEA,WR,49,cooper kupp,00-0033908
2025,118.0,,Joe Mixon,HOU,RB,35,joe mixon,00-0033897
2025,118.2,,Michael Pittman Jr.,IND,WR,50,michael pittman,00-0036252
2025,121.9,,Josh Downs,IND,WR,51,josh downs,00-0038997
2025,123.0,,Chris Godwin Jr.,TB,WR,52,chris godwin,00-0033921
2025,124.4,,Rhamondre Stevenson,NE,RB,36,rhamondre stevenson,00-0036875
2025,126.0,,Tank Bigsby,JAX,RB,37,tank bigsby,00-0038555
2025,127.4,,Quinshon Judkins,CLE,RB,38,quinshon judkins,00-0040784
2025,127.4,,Marvin Mims Jr.,DEN,WR,53,marvin mims,00-0038976
2025,127.9,,Travis Etienne Jr.,JAX,RB,39,travis etienne,00-0036973
2025,128.0,,Javonte Williams,DAL,RB,40,javonte williams,00-0036997
2025,129.2,,Jonnu Smith,PIT,TE,11,jonnu smith,00-0033858
2025,130.1,,Daniel Jones,IND,QB,29,daniel jones,00-0035710
2025,130.3,,Christian Kirk,HOU,WR,54,christian kirk,00-0034775
2025,130.6,,Keenan Allen,LAC,WR,55,keenan allen,00-0030279
2025,131.3,,Rashod Bateman,BAL,WR,56,rashod bateman,00-0036550
2025,132.0,,Nick Chubb,HOU,RB,41,nick chubb,00-0034791
2025,132.7,,Dallas Goedert,PHI,TE,12,dallas goedert,00-0034351
2025,133.5,,Cedric Tillman,CLE,WR,57,cedric tillman,00-0038979
2025,134.1,,Russell Wilson,NYG,QB,30,russell wilson,00-0029263
2025,134.3,,Evan Engram,DEN,TE,13,evan engram,00-0033881
2025,134.4,,Jayden Higgins,HOU,WR,58,jayden higgins,00-0040130
2025,136.3,,Marquise Brown,KC,WR,59,marquise brown,00-0035662
2025,136.9,,Joe Flacco,CLE,QB,31,joe flacco,00-0026158
2025,137.0,,Jaxson Dart,NYG,QB,32,jaxson dart,00-0040691
2025,137.8,,Brian Robinson Jr.,SF,RB,42,brian robinson,00-0037746
2025,138.7,,Jake Ferguson,DAL,TE,14,jake ferguson,00-0038041
2025,139.6,,Cam Skattebo,NYG,RB,43,cam skattebo,00-0040715
2025,139.9,,Romeo Doubs,GB,WR,60,romeo doubs,00-0037816
2025,140.4,,Kyle Pitts Sr.,ATL,TE,15,kyle pitts,00-0036970
2025,140.7,,Anthony Richardson Sr.,IND,QB,33,anthony richardson,00-0039164
2025,141.3,,Joshua Palmer,BUF,WR,61,joshua palmer,00-0036988
2025,141.4,,Colston Loveland,CHI,TE,16,colston loveland,00-0040126
2025,142.5,,Dalton Kincaid,BUF,TE,17,dalton kincaid,00-0038933
2025,142.9,,Dylan Sampson,CLE,RB,44,dylan sampson,00-0040162
2025,143.1,,Trey Benson,ARI,RB,45,trey benson,00-0039921
2025,143.5,,Xavier Legette,CAR,WR,62,xavier legette,00-0039342
2025,143.9,,Braelon Allen,NYJ,RB,46,braelon allen,00-0039794
2025,144.5,,Jaydon Blue,DAL,RB,47,jaydon blue,00-0040586
2025,145.7,,Brandon Aiyuk,SF,WR,63,brandon aiyuk,00-0036261
2025,146.0,,Bhayshul Tuten,JAX,RB,48,bhayshul tuten,00-0040719
2025,146.5,,Ray Davis,BUF,RB,49,ray davis,00-0039875
2025,148.0,,Jerome Ford,CLE,RB,50,jerome ford,00-0037267
2025,148.2,,Adam Thielen,MIN,WR,64,adam thielen,00-0030035
2025,148.3,,Najee Harris,LAC,RB,51,najee harris,00-0036893
2025,148.8,,Ollie Gordon II,MIA,RB,52,ollie gordon,00-0040198
2025,150.4,,Tyler Allgeier,ATL,RB,53,tyler allgeier,00-0037263
2025,152.1,,DeAndre Hopkins,BAL,WR,65,deandre hopkins,00-0030564
2025,153.2,,Wan'Dale Robinson,NYG,WR,66,wandale robinson,00-0038117
