player,team,position,tv_y0,tv_y1,tv_y2,tv_y3,pv_tv,tv_source
Jacoby Brissett,,QB,17.914671742590027,17.914671742590027,17.914671742590027,17.914671742590027,52.88411098412576,explicit_path
Jameis Winston,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Joe Milton III,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Justin Fields,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Kirk Cousins,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Lamar Jackson,,QB,108.28203345972584,108.28203345972584,108.28203345972584,108.28203345972584,319.6485627731107,explicit_path
Mac Jones,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Malik Willis,,QB,43.61251173678756,43.61251173678756,43.61251173678756,43.61251173678756,128.74413464699688,explicit_path
Matthew Stafford,,QB,48.684081488921706,48.684081488921706,48.684081488921706,48.684081488921706,143.71540855529688,explicit_path
Riley Leonard,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Sam Darnold,,QB,35.748525341171494,35.748525341171494,35.748525341171494,35.748525341171494,105.52964680713825,explicit_path
Tua Tagovailoa,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Ty Simpson,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Aaron Jones Sr.,,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,32.893864265351525,explicit_path
Adam Randall,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Alvin Kamara,,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,32.893864265351525,explicit_path
Antonio Gibson,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Audric Estime,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Austin Ekeler,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Bam Knight,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Braelon Allen,,RB,6.2284550304254624,6.2284550304254624,6.2284550304254624,6.2284550304254624,18.386399249815966,explicit_path
Brian Robinson Jr.,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Chris Brooks,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Chris Rodriguez Jr.,,RB,1.579704573396754,1.579704573396754,1.579704573396754,1.579704573396754,4.663287900667218,explicit_path
Christian McCaffrey,,RB,95.67594129500095,95.67594129500095,95.67594129500095,95.67594129500095,282.4353787028428,explicit_path
Dameon Pierce,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
David Montgomery,,RB,15.83076456597613,15.83076456597613,15.83076456597613,15.83076456597613,46.732416998761536,explicit_path
Demond Claiborne,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Devin Singletary,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Emanuel Wilson,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Emari Demercado,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Emmett Johnson,,RB,4.799586798979035,4.799586798979035,4.799586798979035,4.799586798979035,14.16838023058611,explicit_path
George Holani,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Isaiah Davis,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
J'Mari Taylor,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
J.K. Dobbins,,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,32.893864265351525,explicit_path
Jadarian Price,,RB,4.799586798979035,4.799586798979035,4.799586798979035,4.799586798979035,14.16838023058611,explicit_path
Jaleel McLaughlin,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Jam Miller,,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
